instance_id,family,split,label,slope_abs_hz_per_day,slope_hz_per_day,repeat_index,noise_seed,score_linear_drift,pred_slope_hz_per_day
linear_drift_s09_r16_y0,slow_linear_drift,validation,0,30.0,0.0,16,3229073,0.24311171394753472,-1.3336870358419097
linear_drift_s09_r16_y1,slow_linear_drift,validation,1,30.0,30.0,16,4229073,121.93135111369517,29.868174513804107
linear_drift_s09_r17_y0,slow_linear_drift,validation,0,30.0,0.0,17,3229074,0.45680629571358367,-1.828171892017507
linear_drift_s09_r17_y1,slow_linear_drift,validation,1,30.0,-30.0,17,4229074,132.57396935012113,-31.144410631669036
linear_drift_s09_r18_y0,slow_linear_drift,validation,0,30.0,0.0,18,3229075,0.00019775521904819016,0.03803776263809085
linear_drift_s09_r18_y1,slow_linear_drift,validation,1,30.0,30.0,18,4229075,124.0186400232979,30.122739728728323
linear_drift_s09_r19_y0,slow_linear_drift,test,0,30.0,0.0,19,3229076,2.834561447623038,4.55400942484572
linear_drift_s09_r19_y1,slow_linear_drift,test,1,30.0,-30.0,19,4229076,155.11268582715815,-33.6879548211929
linear_drift_s09_r20_y0,slow_linear_drift,test,0,30.0,0.0,20,3229077,2.421223818469869,-4.208898531255356
linear_drift_s09_r20_y1,slow_linear_drift,test,1,30.0,30.0,20,4229077,103.14018394360174,27.470397126429717
linear_drift_s09_r21_y0,slow_linear_drift,test,0,30.0,0.0,21,3229078,0.504829874003967,-1.9218678004405496
linear_drift_s09_r21_y1,slow_linear_drift,test,1,30.0,-30.0,21,4229078,111.43820118342417,-28.554070906083677
linear_drift_s09_r22_y0,slow_linear_drift,test,0,30.0,0.0,22,3229079,0.8970487273828311,2.5618813035938213
linear_drift_s09_r22_y1,slow_linear_drift,test,1,30.0,30.0,22,4229079,134.61074757121844,31.38273973560869
linear_drift_s09_r23_y0,slow_linear_drift,test,0,30.0,0.0,23,3229080,0.14488920693496254,-1.0296011161290524
linear_drift_s09_r23_y1,slow_linear_drift,test,1,30.0,-30.0,23,4229080,149.47603561792076,-33.070196279903065
linear_drift_s10_r00_y0,slow_linear_drift,train,0,45.0,0.0,0,4729057,0.30259631568036127,1.4879310442139269
linear_drift_s10_r00_y1,slow_linear_drift,train,1,45.0,45.0,0,5729057,255.62510915040042,43.246676980343864
linear_drift_s10_r01_y0,slow_linear_drift,train,0,45.0,0.0,1,4729058,1.5651265829591523,3.3839638968471517
linear_drift_s10_r01_y1,slow_linear_drift,train,1,45.0,-45.0,1,5729058,202.8962382063153,-38.529021941068535
linear_drift_s10_r02_y0,slow_linear_drift,train,0,45.0,0.0,2,4729059,2.503645944574359,-4.279937661244943
linear_drift_s10_r02_y1,slow_linear_drift,train,1,45.0,45.0,2,5729059,278.5143778770031,45.14137640272138
linear_drift_s10_r03_y0,slow_linear_drift,train,0,45.0,0.0,3,4729060,1.599748411584038,-3.421187139878743
linear_drift_s10_r03_y1,slow_linear_drift,train,1,45.0,-45.0,3,5729060,320.3913352843941,-48.41627446132128
linear_drift_s10_r04_y0,slow_linear_drift,train,0,45.0,0.0,4,4729061,1.2787591140627939,-3.058759689283133
linear_drift_s10_r04_y1,slow_linear_drift,train,1,45.0,45.0,4,5729061,339.36147300339036,49.82900959289357
linear_drift_s10_r05_y0,slow_linear_drift,train,0,45.0,0.0,5,4729062,0.00822375195408398,0.24529347080175085
linear_drift_s10_r05_y1,slow_linear_drift,train,1,45.0,-45.0,5,5729062,268.90055775367745,-44.35543456901134
linear_drift_s10_r06_y0,slow_linear_drift,train,0,45.0,0.0,6,4729063,0.009371913168493506,0.26185755900554136
linear_drift_s10_r06_y1,slow_linear_drift,train,1,45.0,45.0,6,5729063,270.96970991513183,44.52576196646497
linear_drift_s10_r07_y0,slow_linear_drift,train,0,45.0,0.0,7,4729064,0.04889495665782562,0.5981126940964807
linear_drift_s10_r07_y1,slow_linear_drift,train,1,45.0,-45.0,7,5729064,259.9505775076117,-43.61103365953147
linear_drift_s10_r08_y0,slow_linear_drift,train,0,45.0,0.0,8,4729065,0.10236944033635353,0.8654383807623396
linear_drift_s10_r08_y1,slow_linear_drift,train,1,45.0,45.0,8,5729065,232.9905165471145,41.28764473773787
linear_drift_s10_r09_y0,slow_linear_drift,train,0,45.0,0.0,9,4729066,0.007036601479391891,0.22689893879436113
linear_drift_s10_r09_y1,slow_linear_drift,train,1,45.0,-45.0,9,5729066,305.777769562864,-47.299215897081545
linear_drift_s10_r10_y0,slow_linear_drift,train,0,45.0,0.0,10,4729067,3.1263079580931077,4.782630896328358
linear_drift_s10_r10_y1,slow_linear_drift,train,1,45.0,45.0,10,5729067,271.2681690373675,44.55027662998933
linear_drift_s10_r11_y0,slow_linear_drift,train,0,45.0,0.0,11,4729068,0.5272917493148626,1.9641582477578068
linear_drift_s10_r11_y1,slow_linear_drift,train,1,45.0,-45.0,11,5729068,343.21051745571884,-50.11079364546765
linear_drift_s10_r12_y0,slow_linear_drift,train,0,45.0,0.0,12,4729069,0.19925792424815825,-1.2074211749202302
linear_drift_s10_r12_y1,slow_linear_drift,train,1,45.0,45.0,12,5729069,244.71940305962272,42.31410791883132
linear_drift_s10_r13_y0,slow_linear_drift,train,0,45.0,0.0,13,4729070,0.2624871598642642,-1.3858142378102283
linear_drift_s10_r13_y1,slow_linear_drift,train,1,45.0,-45.0,13,5729070,276.41269923452876,-44.97073472175035
linear_drift_s10_r14_y0,slow_linear_drift,validation,0,45.0,0.0,14,4729071,0.04458847243708419,0.5711659170631331
linear_drift_s10_r14_y1,slow_linear_drift,validation,1,45.0,45.0,14,5729071,264.6628740187151,44.00454138960329
linear_drift_s10_r15_y0,slow_linear_drift,validation,0,45.0,0.0,15,4729072,0.35518359948227385,1.6120460326748534
linear_drift_s10_r15_y1,slow_linear_drift,validation,1,45.0,-45.0,15,5729072,232.20328335797097,-41.217833943163235
linear_drift_s10_r16_y0,slow_linear_drift,validation,0,45.0,0.0,16,4729073,0.002613013424124233,0.1382680402827226
linear_drift_s10_r16_y1,slow_linear_drift,validation,1,45.0,45.0,16,5729073,237.7596069709401,41.708063313541444
linear_drift_s10_r17_y0,slow_linear_drift,validation,0,45.0,0.0,17,4729074,0.8218061890416664,2.4520859610049377
linear_drift_s10_r17_y1,slow_linear_drift,validation,1,45.0,-45.0,17,5729074,317.2933241740886,-48.18162624529778
linear_drift_s10_r18_y0,slow_linear_drift,validation,0,45.0,0.0,18,4729075,0.0006176807594471256,0.06722534253292686
linear_drift_s10_r18_y1,slow_linear_drift,validation,1,45.0,45.0,18,5729075,252.36242953226014,42.969800459437344
linear_drift_s10_r19_y0,slow_linear_drift,test,0,45.0,0.0,19,4729076,0.915818051048781,-2.588544209922825
linear_drift_s10_r19_y1,slow_linear_drift,test,1,45.0,-45.0,19,5729076,269.5270142068465,-44.407071842672124
linear_drift_s10_r20_y0,slow_linear_drift,test,0,45.0,0.0,20,4729077,0.10927814872058406,-0.8941649694068965
linear_drift_s10_r20_y1,slow_linear_drift,test,1,45.0,45.0,20,5729077,295.1253693537334,46.46802976347992
linear_drift_s10_r21_y0,slow_linear_drift,test,0,45.0,0.0,21,4729078,0.0025572914429830007,0.1367858267712233
linear_drift_s10_r21_y1,slow_linear_drift,test,1,45.0,-45.0,21,5729078,300.54127154656936,-46.89246325901503
linear_drift_s10_r22_y0,slow_linear_drift,test,0,45.0,0.0,22,4729079,0.39577449667956444,-1.7016682260391442
linear_drift_s10_r22_y1,slow_linear_drift,test,1,45.0,45.0,22,5729079,273.6181924310742,44.74283225757947
linear_drift_s10_r23_y0,slow_linear_drift,test,0,45.0,0.0,23,4729080,1.68488590033229,-3.5110437010127393
linear_drift_s10_r23_y1,slow_linear_drift,test,1,45.0,-45.0,23,5729080,296.57842439307075,-46.58228239314308
linear_drift_s11_r00_y0,slow_linear_drift,train,0,65.0,0.0,0,6729057,0.00921732329339875,-0.25968890627203284
linear_drift_s11_r00_y1,slow_linear_drift,train,1,65.0,65.0,0,7729057,513.110844612312,61.27122789792857
linear_drift_s11_r01_y0,slow_linear_drift,train,0,65.0,0.0,1,6729058,0.0004317103057971394,0.056201407897575446
linear_drift_s11_r01_y1,slow_linear_drift,train,1,65.0,-65.0,1,7729058,598.9958925030201,-66.20074992979998
linear_drift_s11_r02_y0,slow_linear_drift,train,0,65.0,0.0,2,6729059,0.34730309806906945,1.5940623918514483
linear_drift_s11_r02_y1,slow_linear_drift,train,1,65.0,65.0,2,7729059,547.5026398740354,63.291311610376546
linear_drift_s11_r03_y0,slow_linear_drift,train,0,65.0,0.0,3,6729060,0.47017608756880236,1.8547323884861715
linear_drift_s11_r03_y1,slow_linear_drift,train,1,65.0,-65.0,3,7729060,673.4018494675378,-70.19208443224124
linear_drift_s11_r04_y0,slow_linear_drift,train,0,65.0,0.0,4,6729061,0.2580389161623202,1.374021699901007
linear_drift_s11_r04_y1,slow_linear_drift,train,1,65.0,65.0,4,7729061,654.9018782270321,69.2211970033494
linear_drift_s11_r05_y0,slow_linear_drift,train,0,65.0,0.0,5,6729062,2.0237766896066205,3.847975353487872
linear_drift_s11_r05_y1,slow_linear_drift,train,1,65.0,-65.0,5,7729062,574.7836153723965,-64.84898409271297
linear_drift_s11_r06_y0,slow_linear_drift,train,0,65.0,0.0,6,6729063,0.8989275748745627,2.5645628003567214
linear_drift_s11_r06_y1,slow_linear_drift,train,1,65.0,65.0,6,7729063,664.6251762587049,69.73316567338624
linear_drift_s11_r07_y0,slow_linear_drift,train,0,65.0,0.0,7,6729064,1.0865404755126917,2.8195119631926526
linear_drift_s11_r07_y1,slow_linear_drift,train,1,65.0,-65.0,7,7729064,582.2675782458396,-65.2698014042481
linear_drift_s11_r08_y0,slow_linear_drift,train,0,65.0,0.0,8,6729065,0.07729818340464334,0.7520308052675463
linear_drift_s11_r08_y1,slow_linear_drift,train,1,65.0,65.0,8,7729065,593.200219644024,65.87970391376815
linear_drift_s11_r09_y0,slow_linear_drift,train,0,65.0,0.0,9,6729066,0.006525532721816774,-0.21850378930253295
linear_drift_s11_r09_y1,slow_linear_drift,train,1,65.0,-65.0,9,7729066,558.7682587984978,-63.93914888375684
linear_drift_s11_r10_y0,slow_linear_drift,train,0,65.0,0.0,10,6729067,0.8106384267548492,-2.4353679170336417
linear_drift_s11_r10_y1,slow_linear_drift,train,1,65.0,65.0,10,7729067,550.4313251725499,63.460363867015126
linear_drift_s11_r11_y0,slow_linear_drift,train,0,65.0,0.0,11,6729068,0.5478165636385341,-2.0020207144696616
linear_drift_s11_r11_y1,slow_linear_drift,train,1,65.0,-65.0,11,7729068,600.7416816029493,-66.29715164287862
linear_drift_s11_r12_y0,slow_linear_drift,train,0,65.0,0.0,12,6729069,0.173477381864366,-1.126606925494972
linear_drift_s11_r12_y1,slow_linear_drift,train,1,65.0,65.0,12,7729069,558.2117416360625,63.90730017230099
linear_drift_s11_r13_y0,slow_linear_drift,train,0,65.0,0.0,13,6729070,0.9220037502781082,-2.597271385309593
linear_drift_s11_r13_y1,slow_linear_drift,train,1,65.0,-65.0,13,7729070,536.3244542751851,-62.6418805161918
linear_drift_s11_r14_y0,slow_linear_drift,validation,0,65.0,0.0,14,6729071,8.008474057692958,-7.65465944224151
linear_drift_s11_r14_y1,slow_linear_drift,validation,1,65.0,65.0,14,7729071,499.5191161384633,60.45427865716326
linear_drift_s11_r15_y0,slow_linear_drift,validation,0,65.0,0.0,15,6729072,8.975857518813974,8.103804625455659
linear_drift_s11_r15_y1,slow_linear_drift,validation,1,65.0,-65.0,15,7729072,634.184524408721,-68.11751672648973
linear_drift_s11_r16_y0,slow_linear_drift,validation,0,65.0,0.0,16,6729073,1.2039164263815394,2.967899270720142
linear_drift_s11_r16_y1,slow_linear_drift,validation,1,65.0,65.0,16,7729073,521.0163637808444,61.74142784454543
linear_drift_s11_r17_y0,slow_linear_drift,validation,0,65.0,0.0,17,6729074,0.5528079719522196,2.0111206980510765
linear_drift_s11_r17_y1,slow_linear_drift,validation,1,65.0,-65.0,17,7729074,577.9472975311515,-65.02720771802618
linear_drift_s11_r18_y0,slow_linear_drift,validation,0,65.0,0.0,18,6729075,0.10999404143885272,0.8970890728733473
linear_drift_s11_r18_y1,slow_linear_drift,validation,1,65.0,65.0,18,7729075,557.654002067093,63.875365571849606
linear_drift_s11_r19_y0,slow_linear_drift,test,0,65.0,0.0,19,6729076,2.875243795119225,-4.586573151665946
linear_drift_s11_r19_y1,slow_linear_drift,test,1,65.0,-65.0,19,7729076,571.4734097826487,-64.66198030443024
linear_drift_s11_r20_y0,slow_linear_drift,test,0,65.0,0.0,20,6729077,1.4821703357748675,-3.2930630472507034
linear_drift_s11_r20_y1,slow_linear_drift,test,1,65.0,65.0,20,7729077,538.5314453041287,62.770634792948414
linear_drift_s11_r21_y0,slow_linear_drift,test,0,65.0,0.0,21,6729078,2.8885897554718554,-4.5972055293508465
linear_drift_s11_r21_y1,slow_linear_drift,test,1,65.0,-65.0,21,7729078,550.3367383937459,-63.45491108024843
linear_drift_s11_r22_y0,slow_linear_drift,test,0,65.0,0.0,22,6729079,0.16705491046047882,1.1055556541082066
linear_drift_s11_r22_y1,slow_linear_drift,test,1,65.0,65.0,22,7729079,585.0093214815445,65.42329000392499
linear_drift_s11_r23_y0,slow_linear_drift,test,0,65.0,0.0,23,6729080,0.9310652570703581,-2.6100032469789265
linear_drift_s11_r23_y1,slow_linear_drift,test,1,65.0,-65.0,23,7729080,550.1697633093019,-63.44528407173436
